specimen_ID	cre	excitation	R_input	R_ASC	C	El	th_inf	total charge 1/300+1/100	total charge 1/3+1/10+1/100	spike_cut_length	reset_slope	reset_intercept	LIF_opt_th_inf	LIFASC_opt_th_inf	peak_v_long_square	fast_trough_v_long_square	upstroke_downstroke_ratio_long_square	upstroke_downstroke_ratio_short_square
523478821	Vip-IRES-Cre	inhibitory	252887678.125996	286312289.512679	9.47E-011	-0.0731334972	0.025686518	4.51E-014	0	49	0.3508601977	0.0071181719	0.0222982773	0.0238115504	40.4375	-56.875	2.9941704274	2.8815340149
502193385	Nr5a1-Cre	excitatory	186759000.858903	172303441.752947	9.60E-011	-0.0722408619	0.0257669545	-2.30E-012	-2.10E-012	95	0.3744248437	0.0081026865	0.033167412	0.0274689004	41.2812538147	-53.0625038147	3.9798682982	4.2272054758
515059388	Scnn1a-Tg3-Cre	excitatory	185276476.628498	242180221.465755	1.51E-010	-0.0673142522	0.0177734607	-2.14E-012	-3.90E-012	170	0.3673082513	0.004201511	0.0223831583	0.0211452705	37.5625	-50.15625	3.9256725762	3.9052257512
486175203	Cux2-CreERT2	excitatory	183830008.917352	185510649.955203	1.16E-010	-0.0733360596	0.0324405918	-2.34E-012	0	53	0.2573542939	0.0137543423	0.0244455862	0.0241446808	38.4687538147	-47.5937538147	3.0987129734	3.2360009211
522147522	Ntsr1-Cre_GN220	excitatory	228927798.858061	234140325.379982	8.68E-011	-0.0733912811	0.0282006436	0	-4.98E-012	102	1.2406610103	-0.021276923	0.0456054901	0.0322033591	46.5	-52.5000038147	2.8329930535	2.661199136
486198953	Cux2-CreERT2	excitatory	147328658.759412	137351366.017243	1.03E-010	-0.0723580379	0.0260189099	-1.79E-012	-2.20E-012	102	0.2673774993	0.0155826035	0.0340205703	0.0295917055	31.2812519073	-46.2187538147	3.4357991376	3.870173226
507121819	Rorb-IRES2-Cre-D	excitatory	274606391.548216	331704673.157221	1.40E-010	-0.0749854546	0.0277921366	-3.49E-012	-3.02E-012	181	0.2942022697	0.0103863903	0.0282978877	0.0282206346	44.7812538147	-51.5000038147	3.8918089684	4.1138618197
532355382	Ctgf-2A-dgCre	excitatory	295653654.737825	332834048.832842	8.64E-011	-0.068896513	0.0247837778	0	-3.79E-012	175	1.3839132035	-0.0227662949	0.0330960069	0.0260510365	44.6875038147	-54.5937538147	3.5222316104	3.7366580341
488359338	Rbp4-Cre_KL100	excitatory	122166829.689739	123687682.064619	1.11E-010	-0.0790886478	0.0304099036	-2.54E-012	-3.35E-012	100	0.7090278816	0.0058417504	0.045443095	0.0367919569	37.1875	-43.5937538147	3.0116649463	3.7042707948
464212183	Sst-IRES-Cre	inhibitory	246177605.877726	258194243.736057	5.55E-011	-0.0655761515	0.024030935	-4.52E-013	-9.32E-013	53	1.0838682101	-0.0179669441	0.0292065927	0.024481617	10.71875	-58.4062538147	1.9156836887	1.8211783878
502808270	Cux2-CreERT2	excitatory	297196409.666656	416916507.327884	1.34E-010	-0.0741879272	0.0268001115	-1.43E-012	-3.43E-012	145	0.1139071767	0.0174906756	0.024244473	0.0231780106	40.3125038147	-51.0937538147	4.3522414326	4.3485142191
480718588	Rbp4-Cre_KL100	excitatory	226466956.91112	261331465.423828	1.15E-010	-0.0780164967	0.0338604499	0	-5.45E-012	75	0.1755704799	0.0242835822	0.0328154043	0.0319132007	40.7187538147	-46.7187538147	3.548158853	3.3109276703
486756093	Cux2-CreERT2	excitatory	160514226.707666	149588284.267207	5.48E-011	-0.0775012188	0.0313535309	-1.35E-012	-2.02E-012	61	0.4293886625	0.0135121718	0.0399815757	0.0331072599	43.625	-48.96875	3.7819179127	4.0544127095
476263004	Scnn1a-Tg3-Cre	excitatory	162717938.019222	159522940.864944	8.62E-011	-0.0770505409	0.0264899231	0	-5.91E-012	73	0.9498341808	-0.0106124672	0.0415330951	0.0284361896	41.25	-55.28125	2.8165909608	2.8444643211
479220013	Htr3a-Cre_NO152	inhibitory	178307006.775277	182907502.152562	5.10E-011	-0.0692199001	0.0284548358	-7.04E-013	-4.38E-012	48	0.2253097734	0.0156405597	0.0434208249	0.0299271334	14.3125009537	-54.2812538147	2.9613584289	2.0411963776
526801742	Ndnf-IRES2-dgCre	inhibitory	272383171.073632	313573675.482646	5.88E-011	-0.0682671611	0.0269215203	-3.59E-013	-2.53E-012	87	0.2534270267	0.0104025437	0.0310701804	0.02499464	22.9375	-52.1875038147	2.8664366875	2.5290175357
471087830	Pvalb-IRES-Cre	inhibitory	141175679.135337	145746232.622966	4.97E-011	-0.0764251385	0.0278520276	0	-6.50E-013	33	0.0383731897	0.0155282538	0.0316601321	0.0273556049	16.3750019073	-61.4687538147	1.1854364033	1.3360066442
508275137	Ntsr1-Cre_GN220	excitatory	185097481.350555	172654909.314395	1.03E-010	-0.0692278843	0.0204926125	0	-8.34E-012	60	0.9396071551	-0.0105390275	0.042848016	0.0290794418	35.6250038147	-47.625	2.4652067116	3.1065143314
478110866	Htr3a-Cre_NO152	inhibitory	477453727.79802	601875355.545085	5.33E-011	-0.0753357239	0.0298232976	-1.47E-013	0	64	0.7609881972	-0.0004163402	0.0275352182	0.0306141974	37.90625	-49.4687538147	2.8094413649	2.9803402309
486510127	Nr5a1-Cre	excitatory	109215721.536143	114339885.995982	9.49E-011	-0.0799223455	0.0279370687	-2.04E-012	-3.10E-012	55	0.1296740307	0.0232012823	0.034883689	0.0286468803	40.8125038147	-52.5312538147	3.6852628408	4.0290870033
539742766	Ntsr1-Cre_GN220	excitatory	206227288.120335	202298832.473932	9.09E-011	-0.075265049	0.0273995796	-3.82E-013	-8.06E-012	84	0.9152786154	-0.0030090473	0.0640783092	0.0398686034	41.5625	-46	2.8310441167	3.1644086347
479218494	Htr3a-Cre_NO152	inhibitory	135004315.870199	151798971.33053	5.82E-011	-0.071744873	0.0376422426	-2.31E-012	-2.77E-012	48	0.7805336548	-0.0008073846	0.0475158458	0.0353497429	17.65625	-46.25	3.0051834276	2.2963894666
554807988	Nkx2-1-CreERT2	inhibitory	283018287.947219	331054584.900327	4.55E-011	-0.068967556	0.0259660672	-4.34E-013	-1.23E-013	52	0.3765299632	0.0006501437	0.0242017509	0.0235305143	11.5312509537	-58.78125	1.5697188572	1.6742627065
522108467	Htr3a-Cre_NO152	inhibitory	428473223.355045	440297560.561219	6.07E-011	-0.065808754	0.0244153014	0	-2.48E-012	59	0.5528308008	0.0016623909	0.0277591074	0.0242836264	43.5000038147	-48.8125	3.3839576904	2.5306165155
322297406	Ntsr1-Cre_GN220	excitatory	298734826.711527	320011751.362725	8.33E-011	-0.0793077164	0.0358092037	-2.06E-012	-3.46E-012	66	1.0041879217	-0.0068141593	0.0413790756	0.0340547093	35.4375038147	-46.46875	3.7967368985	3.4866314143
521409057	Cux2-CreERT2	excitatory	114510280.809062	139990768.892836	2.03E-010	-0.0798830744	0.031180841	-2.69E-012	-4.99E-012	90	0.6146239475	0.0094400658	0.0340832542	0.031507652	49.7187538147	-46.8437538147	3.9403996277	3.9278055827
561519381	Nkx2-1-CreERT2	inhibitory	217223625.622119	231744510.608348	6.01E-011	-0.0739124622	0.0361406099	-3.65E-013	-3.97E-012	87	1.1349996943	-0.0165185822	0.0444703763	0.0341768803	11.3125009537	-51.125	2.9552547057	2.4278165274
482773968	Htr3a-Cre_NO152	inhibitory	146525195.596234	153295774.502859	5.93E-011	-0.0720020199	0.0325571694	-8.50E-013	-6.04E-012	51	0.5302967396	0.011335825	0.0472394567	0.0392864531	15.3437509537	-51.0000038147	3.0889377863	2.4081164153
321893798	Nr5a1-Cre	excitatory	270111519.88485	256454519.894592	1.03E-010	-0.0746062063	0.0282240566	-1.83E-012	-2.52E-012	84	0.3452240621	0.0134391	0.0389490237	0.0340863958	35.90625	-47.9375	3.1423566242	3.4011178458
475580568	Sst-IRES-Cre	inhibitory	275218201.737221	335227526.11156	6.52E-011	-0.073445013	0.0350719967	2.70E-013	0	39	0.0658323455	0.0133810062	0.029317356	0.0337751646	32.875	-59.7812538147	1.5006118034	1.617939408
488448839	Ntsr1-Cre_GN220	excitatory	170147292.948934	198389302.875397	8.97E-011	-0.0742841644	0.0228473021	-9.62E-013	-2.04E-012	79	0.571146773	0.0073987497	0.0221986246	0.0191846222	45.9687538147	-55.8125038147	2.6555707356	2.7511430812
488695444	Rorb-IRES2-Cre-D	excitatory	117221917.249541	152310473.38981	1.86E-010	-0.0769623642	0.0289330145	-1.98E-012	-5.68E-012	112	0.2333123027	0.0238737642	0.0334188106	0.0311766212	42.90625	-45.6875	3.5949752774	3.5305166621
327962063	Htr3a-Cre_NO152	inhibitory	434088225.201728	552582621.402259	4.52E-011	-0.0735195599	0.0338851442	-6.64E-013	-6.66E-013	58	0.4254139421	0.0072743232	0.0279006943	0.0253518826	21.375	-52.5000038147	2.9943791138	2.8656920673
517977609	Nr5a1-Cre	excitatory	222655387.861562	228452708.59152	1.10E-010	-0.0746871243	0.027361704	-2.53E-012	-2.52E-012	92	0.5586656453	0.0055747292	0.0361094624	0.029561662	39.3125	-47.4375038147	3.4204102134	3.7606988746
567320213	Chrna2-Cre_OE25	inhibitory	234741108.203173	239735275.05686	7.69E-011	-0.067850956	0.0256253086	-3.95E-014	0	61	0.3566100322	0.0043889766	0.0253674586	0.0258263445	31.7500019073	-55.5312538147	1.6549647129	1.6605375694
486146717	Cux2-CreERT2	excitatory	214751570.919576	200210578.389755	1.32E-010	-0.0778010635	0.0334971213	-2.60E-012	-2.62E-012	150	0.5847166761	0.0078434859	0.0418614367	0.0365932238	33.59375	-45.0625	4.114900527	4.0851315856
320639930	Rorb-IRES2-Cre-D	excitatory	135915039.617074	118997888.307062	9.46E-011	-0.0789352773	0.0292811271	-2.00E-012	-2.94E-012	82	0.1264088499	0.0239772262	0.0426616332	0.0345269968	38.53125	-50.3125	4.1473791549	4.296803327
501736631	Vip-IRES-Cre	inhibitory	79640729.4395802	81706598.389868	8.15E-011	-0.0715881939	0.0226472377	-2.73E-012	-3.62E-012	84	0.7379054308	0.0026618484	0.0372487048	0.0278410501	28.15625	-50.5	3.7245529751	3.4417168032
476751360	Sst-IRES-Cre	inhibitory	257467529.005365	163866812.710371	5.12E-011	-0.0741325817	0.0310058329	8.01E-013	-3.56E-012	37	0.9847363696	-0.0089396427	0.0656714528	0.0427687988	5.15625	-57.2187538147	1.2916722753	1.280802467
490264167	Ntsr1-Cre_GN220	excitatory	184114908.679344	193624987.486361	1.06E-010	-0.0692987709	0.0239581462	0	-5.64E-012	49	0.8259108476	-0.0024766988	0.0343175247	0.029878409	45.875	-47.2500038147	2.4844170064	3.3719861112
489930727	Htr3a-Cre_NO152	inhibitory	189878317.054948	254692846.373255	4.80E-011	-0.0721436672	0.0232219404	-5.67E-013	-8.04E-013	55	0.3753466556	0.0086707173	0.0220808576	0.0204483745	32.46875	-55.6875038147	2.8320348418	2.9179089171
328549885	Sst-IRES-Cre	inhibitory	330303197.069604	418999720.822478	1.22E-010	-0.0617028561	0.0162648824	7.75E-013	0	41	0.5335117571	-0.0078207481	0.0154808646	0.0191439432	34.625	-58.4062538147	2.221898712	2.3791821749
480705931	Rorb-IRES2-Cre-D	excitatory	226959821.422807	192343613.677257	8.55E-011	-0.0724014562	0.0297107521	-1.18E-012	-6.36E-012	90	0.2096858594	0.0218044186	0.0493999057	0.0370848963	31.3750019073	-42	2.5879497122	2.5678839432
515511110	Rbp4-Cre_KL100	excitatory	231195798.235965	222791096.310569	1.13E-010	-0.0675750465	0.0231036607	0	-6.21E-012	65	0.8267843253	-0.001362588	0.0341180835	0.0294162577	39.0625	-44.2187538147	2.9763393101	3.407371856
488501487	Pvalb-IRES-Cre	inhibitory	176385657.273439	156101155.289943	3.85E-011	-0.0623563356	0.0194469804	3.97E-013	-1.52E-012	31	0.1777354434	-0.0023652252	0.0226839093	0.0203640775	28.0625019073	-66.40625	1.1197165033	1.1906092108
484515166	Cux2-CreERT2	excitatory	139953684.848835	137764677.556746	8.52E-011	-0.0703935051	0.0227954572	-1.59E-012	-3.28E-012	79	0.5127964417	0.0080272879	0.0316382669	0.0233845988	40.84375	-48.9375038147	3.6949135069	3.4258648651
464198958	Sst-IRES-Cre	inhibitory	437949586.51858	569947533.273319	4.95E-011	-0.0683656947	0.0171311596	8.60E-013	-1.38E-012	83	0.1179346181	0.0001919083	0.0198239327	0.020349298	39.375	-67.40625	2.3500174063	2.2625250108
569810649	Vip-IRES-Cre	inhibitory	250524847.084631	366045668.974093	7.70E-011	-0.063737016	0.0220480494	-8.24E-013	-1.23E-012	73	0.1560040546	0.0090415263	0.0185905795	0.0192578326	35.09375	-51.0937538147	3.4632480757	3.4795120978
487667205	Pvalb-IRES-Cre	inhibitory	125561831.829226	131640693.621472	6.40E-011	-0.072089613	0.0252627079	2.13E-013	-1.10E-012	28	0.1361919926	0.0088845029	0.0308933954	0.0262962269	11.5937509537	-62.4062538147	1.1575909537	1.4057880556
524693113	Vip-IRES-Cre	inhibitory	400475783.347496	540141103.428456	4.65E-011	-0.0658403549	0.0211098236	-4.85E-013	-9.89E-013	82	0.5381890855	0.0039097073	0.0178168054	0.0158902697	26.7812519073	-49.9062538147	3.3484697473	3.3314214764
490626827	Rorb-IRES2-Cre-D	excitatory	126835396.86176	121694430.074328	7.08E-011	-0.0796880417	0.0262971418	-1.63E-012	-2.04E-012	87	0.4059273285	0.0150969261	0.0364918558	0.0314489594	32.2500038147	-52.2187538147	3.976624067	4.6015669833
502260112	Nr5a1-Cre	excitatory	151057575.958555	151521405.607832	1.19E-010	-0.0798326162	0.0314083287	-3.40E-012	-3.64E-012	101	0.343641121	0.0160148458	0.0442031912	0.0346049466	39.7500038147	-50.40625	3.9166680058	4.3009785492
485608017	Rbp4-Cre_KL100	excitatory	104503062.383475	102026112.668201	1.19E-010	-0.0804014854	0.0262030825	-2.67E-012	-2.82E-012	86	0.3069793052	0.0156760478	0.0353379943	0.0293196816	33.09375	-53.28125	4.0242855437	3.8768130787
324065524	Rorb-IRES2-Cre-D	excitatory	190086702.611619	212650464.110561	6.96E-011	-0.0663919983	0.0201481821	-1.52E-012	-1.31E-012	76	0.247633114	0.0096414685	0.0267015944	0.0219890577	32.5000038147	-49.84375	2.6240514987	2.9864809094
483101699	Cux2-CreERT2	excitatory	183419927.911832	225012799.832071	1.09E-010	-0.0784167684	0.0341863586	-1.54E-012	-4.66E-012	55	0.7896670803	8.94E-005	0.0408821814	0.0366887884	47.53125	-45.15625	4.0678328598	4.076768564
490718897	Ntsr1-Cre_GN220	excitatory	100723022.529311	102737598.403145	1.11E-010	-0.0706101151	0.0211258422	-1.25E-012	-4.22E-012	86	0.9015479225	-0.0034933173	0.0422337465	0.0316236683	29.1250019073	-46.09375	2.0295515024	2.4754795008
501956013	Ctgf-2A-dgCre	excitatory	160419355.068913	199282466.828881	1.81E-010	-0.0753984947	0.0301554011	-2.78E-012	-5.34E-012	111	1.058696901	-0.0099908824	0.0318928397	0.0329667555	40.03125	-49.4062538147	4.0615370028	4.034912342
475517090	Sst-IRES-Cre	inhibitory	585584277.890951	759687900.175298	5.80E-011	-0.0840385844	0.0302052049	4.61E-013	0	39	0.3821706117	0.004394445	0.028298081	0.0348636412	36.125	-66.2187576294	1.7496771501	1.791804568
577369606	Chat-IRES-Cre-neo	inhibitory	150991626.521315	146855165.690701	8.57E-011	-0.0751655909	0.0298028707	0	-7.27E-012	63	0.6401581573	0.0027435818	0.0451464888	0.0353230363	32.625	-52.0625038147	2.542220008	3.095220601
501023852	Scnn1a-Tg3-Cre	excitatory	151088270.507786	153117532.957005	9.16E-011	-0.0776154976	0.0361981198	-2.20E-012	-2.11E-012	95	0.1722481477	0.0254551704	0.0399168981	0.037037522	39.5937538147	-46.09375	3.5417232805	3.3784238083
527579814	Ndnf-IRES2-dgCre	inhibitory	140337285.494905	153698918.267365	8.48E-011	-0.0778145752	0.0334192731	-1.86E-012	-2.32E-012	105	0.3508985501	0.0158922605	0.0390619851	0.0309095416	26.9062519073	-49.9375	3.9792604023	2.5753322441
470098860	Scnn1a-Tg3-Cre	excitatory	204146046.91714	228324115.844607	1.03E-010	-0.0805241013	0.0298789503	-2.42E-012	-1.78E-012	66	0.0724643437	0.0229871315	0.0322214221	0.0318885454	35.1875	-54.0937538147	3.2783341195	3.7127526104
567399060	Chrna2-Cre_OE25	inhibitory	173499380.932814	211782384.475935	1.79E-010	-0.0743918279	0.02950796	0	-8.39E-012	119	0.7528586149	-0.0006664365	0.0337454152	0.0303808003	41.1875038147	-46.4375	2.9782953166	3.0181206624
510114363	Ctgf-2A-dgCre	excitatory	109899085.666344	113827436.64108	1.20E-010	-0.0758095754	0.0277621873	-2.71E-012	-4.17E-012	187	1.1491828384	-0.0104467376	0.0413182089	0.0319477824	35.5625	-46.90625	4.1431060315	4.5212569131
327706437	Htr3a-Cre_NO152	inhibitory	368221474.676114	359576989.654668	4.31E-011	-0.0750329539	0.0287002094	-5.70E-013	-1.89E-012	54	0.1813232271	0.015999472	0.044073943	0.0310404183	28.1250019073	-52.53125	2.7820341145	3.052616507
489887491	Cux2-CreERT2	excitatory	81092059.2052597	71057175.1118848	1.37E-010	-0.0723161259	0.0242807409	-1.95E-012	-4.29E-012	85	0.450787547	0.0105887484	0.0340621863	0.0268690766	40.4375	-46.96875	4.2140501194	3.959663306
508887004	Rbp4-Cre_KL100	excitatory	349596991.569726	318805636.030903	1.11E-010	-0.0794730759	0.0358631948	-2.19E-012	-4.38E-012	75	0.6834484085	0.0025973721	0.0461025832	0.0395021156	33.59375	-48.1562538147	2.7717877043	2.8870800679
484737013	Scnn1a-Tg2-Cre	excitatory	196191810.473816	215646589.533146	1.21E-010	-0.0764351311	0.0295060832	-2.36E-012	-3.46E-012	175	0.7008188167	0.0013893445	0.0381989734	0.0336966629	31.5	-44.1562538147	3.8572879747	4.3260865354
336676216	Pvalb-IRES-Cre	inhibitory	180739415.69906	156394763.755449	4.79E-011	-0.0831048889	0.0412687099	0	-4.01E-013	32	0.3232096656	0.0156206633	0.0355338533	0.0318714899	10.84375	-55.8125	1.2367720618	1.3618265435
485466109	Sst-IRES-Cre	inhibitory	176094431.019182	193395545.229466	6.92E-011	-0.0647509816	0.0314350629	-7.11E-013	-1.43E-012	51	1.0034335253	-0.0135974807	0.0355228687	0.0297824342	13.21875	-45.9687538147	2.0260001477	1.818157779
516906055	Cux2-CreERT2	excitatory	134969892.164015	156711510.931432	7.36E-011	-0.0736819738	0.0262635103	-8.34E-013	-3.79E-013	38	0.1314531405	0.018725111	0.0269278175	0.0207860424	10.8750009537	-53.125	1.4058102777	1.6573357391
484738748	Scnn1a-Tg2-Cre	excitatory	363918576.810377	513382681.353346	9.08E-011	-0.0760183105	0.0320590614	-1.40E-012	-6.77E-013	84	0.6233240538	0.0071274595	0.0250684256	0.0279307734	20.0625	-46.0625038147	2.9583214852	2.9010808183
486132712	Rbp4-Cre_KL100	excitatory	179962418.193273	252928087.197772	1.34E-010	-0.0682014135	0.0240784687	-6.83E-013	-2.19E-012	86	1.1466920235	-0.0099592279	0.0225805493	0.0200285584	47.5937538147	-46.40625	3.3749299734	3.0168878114
322246422	Sst-IRES-Cre	inhibitory	345571512.322585	349573018.232914	6.02E-011	-0.0760877864	0.0310394813	-5.53E-013	0	33	0.3393776431	0.0077982763	0.0415169725	0.0396914874	18.1875	-55.71875	1.5985124559	1.6465123747
505202906	Cux2-CreERT2	excitatory	169969239.870927	152408123.437898	1.13E-010	-0.075405632	0.027067534	-2.76E-012	-4.91E-012	113	0.2256749811	0.0179730279	0.0430168212	0.0327020649	38.4062538147	-47.53125	3.8019869287	4.2548350493
508980706	Ntsr1-Cre_GN220	excitatory	122693540.017966	115804327.521466	1.20E-010	-0.0793646647	0.0313653115	3.96E-013	-9.74E-012	74	0.6360411862	0.0067394604	0.0610378305	0.0409616189	26	-47.9062538147	2.2569312314	2.8068707717
313862134	Sst-IRES-Cre	inhibitory	284583670.769466	336322718.509239	3.89E-011	-0.0745793686	0.0298378331	-5.06E-013	0	39	0.0768596023	0.0098109942	0.0313067451	0.0304195266	22.4375	-62.59375	1.4712333598	1.8010997644
517647182	Scnn1a-Tg2-Cre	excitatory	221144761.291071	221543626.752553	1.13E-010	-0.068661143	0.0283073496	-1.03E-012	-1.83E-012	76	0.6207468047	0.0030148623	0.0273032325	0.026088845	33.1875	-44.03125	2.5249170839	2.6407572563
486108147	Cux2-CreERT2	excitatory	164628573.858651	160363253.240293	1.05E-010	-0.0766678823	0.027405145	-2.20E-012	-2.09E-012	94	0.1888977446	0.021310429	0.0366946391	0.0319742399	39.0625	-48.03125	3.9266693843	4.2235847684
325480372	Scnn1a-Tg2-Cre	excitatory	144246974.592397	153319937.495895	1.16E-010	-0.0731641057	0.0288332507	-1.89E-012	-3.66E-012	73	0.345639357	0.0153723972	0.0325081283	0.0300310893	38.1875	-47	3.4543557908	3.7949986076
321923492	Nr5a1-Cre	excitatory	240832461.338696	219021829.971699	8.32E-011	-0.0765488993	0.0383350482	-1.79E-012	-3.19E-012	61	0.0727449745	0.0253599261	0.0429303159	0.0351891052	43.5625	-47.4375	3.2670119739	2.8104909214
397354239	Nr5a1-Cre	excitatory	160342419.285398	169614948.936189	1.09E-010	-0.0732738953	0.0232624541	-2.21E-012	-1.50E-012	45	0.2749651324	0.0159543945	0.0281057894	0.0283090664	32	-48.5312538147	2.9594710991	3.4063507306
490626718	Rorb-IRES2-Cre-D	excitatory	109688304.677337	105998700.925884	5.87E-011	-0.0788450356	0.0318567005	-1.99E-012	-3.06E-012	75	0.2041404301	0.0185059916	0.0409603849	0.0288535015	44.7187538147	-53.90625	3.7752421955	4.1359269985
478949560	Pvalb-IRES-Cre	inhibitory	227311392.141275	204801658.034648	4.92E-011	-0.0719024639	0.0269535787	0	-5.33E-013	34	0.2016501047	0.0066461842	0.0289075712	0.0241466154	9.09375	-60.8750038147	1.2000543609	1.4542168112
469801569	Pvalb-IRES-Cre	inhibitory	121928120.756394	131035178.785272	6.27E-011	-0.0740825933	0.0270553699	-5.71E-013	0	35	0.2205295043	0.0059298675	0.0291233866	0.0264266344	16.1250019073	-65.46875	1.4499706446	1.5630470286
325853048	Rbp4-Cre_KL100	excitatory	190495469.46065	241434962.585057	1.56E-010	-0.0771734943	0.0284411522	-2.18E-012	-4.55E-012	148	0.4739725498	0.0054398068	0.0271782686	0.0301238929	39.3437538147	-52.6562538147	4.4080738425	4.4658753786
490790207	Rbp4-Cre_KL100	excitatory	103823055.989756	162332057.782235	1.31E-010	-0.0710819302	0.0222821457	-2.81E-012	-1.52E-012	75	1.5575648206	-0.0219476886	0.0221032994	0.0237221497	34	-46	3.1639686278	3.394701058
486753754	Cux2-CreERT2	excitatory	170875074.663435	173978274.73279	6.23E-011	-0.0763110008	0.0293297141	-1.17E-012	-3.01E-012	60	0.5177170351	0.0086824994	0.0333589196	0.0274880047	33.5312538147	-52.1875038147	3.4604709322	3.2936403928
508566646	Rbp4-Cre_KL100	excitatory	151447308.365867	161594902.051265	1.54E-010	-0.0768244171	0.0303184806	-3.32E-012	-3.97E-012	194	0.5708386206	0.0046932486	0.0327427477	0.0333164939	31.65625	-49.5000038147	4.0592770969	3.955491428
488676149	Ntsr1-Cre_GN220	excitatory	239443308.051679	255480807.200106	7.26E-011	-0.0780816447	0.0385283874	-9.01E-013	-3.59E-012	77	1.0958428279	-0.0082443136	0.047926822	0.0326366443	20.3125019073	-47.5625038147	2.5249961541	2.3297884026
489885173	Nr5a1-Cre	excitatory	115086028.646008	96438072.0702683	9.61E-011	-0.0794841563	0.0305312146	-1.38E-012	-2.09E-012	74	0.0415958805	0.0269076487	0.0407009323	0.0331231945	40.1875	-50.875	3.4335018035	3.9429725903
566466395	Chrna2-Cre_OE25	inhibitory	361082402.26983	387774438.647611	5.39E-011	-0.0717511826	0.0294758058	-2.00E-013	0	46	0.2667264232	0.0064681314	0.0289668375	0.0305777953	25.71875	-57.7812538147	1.6703472213	1.7178742639
502665074	Ctgf-2A-dgCre	excitatory	244588396.798018	274917476.998029	9.47E-011	-0.0794739876	0.0264434512	-1.24E-012	-2.28E-012	130	0.525319632	0.0072383584	0.0264484933	0.0239641391	49.1562538147	-57.4375	6.0116548083	5.1097069864
485455285	Sst-IRES-Cre	inhibitory	119751757.921879	126412613.183983	7.07E-011	-0.0752277451	0.0273211739	4.92E-013	-1.70E-012	43	0.4757226549	0.0021950906	0.0345093406	0.0323373923	30.4375019073	-63.09375	1.5761168417	1.6631779408
581153862	Nkx2-1-CreERT2	inhibitory	207105055.739119	240258856.301195	7.76E-011	-0.0695524826	0.0252887721	-1.35E-012	-4.13E-012	77	0.1983820155	0.0058710399	0.0325018332	0.0251717888	27.3125	-58.8750038147	3.0788398709	2.5864924015
475622680	Htr3a-Cre_NO152	inhibitory	335650512.182875	407524081.957347	3.62E-011	-0.0685277748	0.0240454563	-6.24E-013	-5.64E-013	60	0.4045918296	0.011256673	0.0242270099	0.0222189422	18.15625	-47.6875	2.9972794958	3.0164367033
562381417	Chrna2-Cre_OE25	inhibitory	347648641.299225	440022875.408016	4.82E-011	-0.0702766895	0.0342175496	-8.93E-013	-3.55E-013	57	0.3672240793	0.0107527625	0.0281004362	0.0268296206	-1.8750001192	-49.6562538147	2.1023499161	1.892342144
480171386	Rorb-IRES2-Cre-D	excitatory	202995740.884739	241880827.959592	1.27E-010	-0.0727279243	0.0272732233	-2.26E-012	-2.76E-012	117	0.4234859768	0.0099978272	0.0290249827	0.0289535157	47.5000038147	-46.1562538147	4.697517125	4.6200117786
507918877	Ntsr1-Cre_GN220	excitatory	156115230.866136	155837200.246792	1.07E-010	-0.0602531958	0.0145513561	0	-6.84E-012	168	0.5318937256	0.0004058656	0.0273559295	0.0197806227	35.2812538147	-50.6875038147	2.4076583448	2.6608163428
479219923	Htr3a-Cre_NO152	inhibitory	532359767.945665	517879313.848437	5.52E-011	-0.0642010498	0.0244881812	9.07E-014	0	75	0.5261393892	0.0035281451	0.0302791773	0.029449318	6.8750004768	-47.21875	1.5606648549	1.4298383286
479225052	Rorb-IRES2-Cre-D	excitatory	112504809.950952	183279707.805858	1.63E-010	-0.0653004379	0.0202688548	7.80E-013	-4.60E-012	71	0.6454238124	0.0026724322	0.0166363444	0.0221265613	33.8125	-46.5	2.9008821515	2.8530810489
516916566	Cux2-CreERT2	excitatory	340630503.009247	422665393.942967	9.85E-011	-0.0696690343	0.0265876979	-1.70E-012	-1.26E-012	66	0.1484213672	0.0110532951	0.0208421179	0.0211965777	42.1562538147	-53.125	3.2747147897	3.4140915405
500859045	Rorb-IRES2-Cre-D	excitatory	153075112.011963	158550484.89629	9.12E-011	-0.0756384964	0.0279680653	-2.70E-012	-2.34E-012	95	0.4923543019	0.0091868677	0.0355214063	0.0302861314	42.2500038147	-50.40625	4.1465962199	4.2989712512
569623233	Ndnf-IRES2-dgCre	inhibitory	141028076.756914	149996132.171319	6.93E-011	-0.0733666954	0.0316783453	-8.29E-013	-1.72E-012	95	1.1913300815	-0.0160183991	0.0329314773	0.0233205816	24.0625019073	-47.5000038147	2.5428886011	2.4919417308
485287282	Sst-IRES-Cre	inhibitory	275278000.146477	262967370.220468	7.47E-011	-0.0654737447	0.0213942978	-1.89E-013	0	40	0.5894744214	-0.0024745208	0.0222080554	0.0210915604	19.46875	-55.8125038147	1.8425482915	1.8640136704
490149337	Htr3a-Cre_NO152	inhibitory	174833115.658957	124851103.239825	4.56E-011	-0.0723509464	0.0241110506	0	-1.34E-012	35	0.6464781735	-0.0024067072	0.0406420319	0.0288631766	23.7812519073	-58.0625	1.781039193	1.7762962172
